cline,rep,group,Exp,dose,ncells,ncolonies
QNS657,2,CTRL,r03,6,8000,12
QNS657,2,CTRL,r04,6,8000,11
QNS657,2,CTRL,r05,6,8000,16
QNS657,2,CTRL,r06,6,8000,14
QNS522b,2,BMP4,r06,6,8000,11
QNS522b,3,CTRL,r06,6,8000,9
GBM549,3,BMP4,r06,6,8000,15
QNS120,1,MSC-BMP4,r03,0,250,2
QNS120,1,MSC-BMP4,r06,0,250,3
QNS108,2,CTRL,r06,6,8000,26
QNS140,1,BMP4,r01,0,500,2
QNS140,1,BMP4,r02,0,500,2
GBM640,2,CTRL,r01,0,500,1
GBM640,2,BMP4,r01,0,500,1
QNS679,1,CTRL,r01,0,500,1
QNS679,1,BMP4,r01,0,500,3
QNS679,1,BMP4,r02,0,500,4
QNS679,1,CTRL,r02,0,500,2
GBM640,2,BMP4,r02,0,500,2
GBM640,2,CTRL,r02,0,500,1
QNS140,1,BMP4,r03,0,500,3
QNS140,1,BMP4,r04,0,500,1
QNS140,1,BMP4,r05,0,500,1
QNS140,1,BMP4,r06,0,500,1
GBM640,2,CTRL,r03,0,500,2
GBM640,2,BMP4,r03,0,500,3
QNS679,1,CTRL,r03,0,500,2
QNS679,1,BMP4,r03,0,500,2
QNS679,1,BMP4,r04,0,500,1
QNS679,1,CTRL,r04,0,500,3
GBM640,2,BMP4,r04,0,500,2
GBM640,2,CTRL,r04,0,500,2
GBM640,2,CTRL,r05,0,500,1
GBM640,2,BMP4,r05,0,500,1
QNS679,1,CTRL,r05,0,500,2
QNS679,1,BMP4,r05,0,500,3
QNS679,1,BMP4,r06,0,500,4
QNS679,1,CTRL,r06,0,500,4
GBM640,2,BMP4,r06,0,500,1
GBM640,1,CTRL,r01,2,1000,2
QNS679,1,CTRL,r01,2,1000,3
QNS679,1,BMP4,r01,2,1000,2
QNS679,1,BMP4,r02,2,1000,5
QNS679,1,CTRL,r02,2,1000,2
GBM640,1,CTRL,r03,2,1000,1
GBM640,1,CTRL,r04,2,1000,2
GBM640,1,CTRL,r05,2,1000,2
GBM640,1,CTRL,r06,2,1000,3
QNS679,1,CTRL,r03,2,1000,3
QNS679,1,BMP4,r03,2,1000,6
QNS679,1,BMP4,r04,2,1000,4
QNS679,1,CTRL,r04,2,1000,3
GBM640,2,CTRL,r01,2,1000,3
GBM640,2,CTRL,r02,2,1000,2
QNS140,1,BMP4,r01,5,4000,1
QNS140,1,BMP4,r02,5,4000,1
QNS140,1,BMP4,r03,5,4000,1
QNS140,1,BMP4,r04,5,4000,1
GBM640,2,CTRL,r03,2,1000,2
QNS679,1,CTRL,r05,2,1000,3
QNS679,1,BMP4,r05,2,1000,4
QNS679,1,BMP4,r06,2,1000,7
QNS679,1,CTRL,r06,2,1000,5
GBM640,2,CTRL,r05,2,1000,3
GBM640,2,CTRL,r06,2,1000,3
QNS140,1,BMP4,r05,5,4000,1
QNS140,1,BMP4,r06,5,4000,1
QNS140,1,BMP4,r01,6,8000,1
QNS140,1,BMP4,r02,6,8000,1
GBM640,1,CTRL,r02,4,2000,2
QNS679,1,CTRL,r01,4,2000,3
QNS679,1,BMP4,r01,4,2000,2
QNS679,1,BMP4,r02,4,2000,5
QNS679,1,CTRL,r02,4,2000,2
GBM640,1,CTRL,r03,4,2000,3
GBM640,1,CTRL,r04,4,2000,2
QNS140,1,BMP4,r03,6,8000,1
QNS140,1,BMP4,r04,6,8000,1
QNS140,1,BMP4,r05,6,8000,2
QNS140,1,BMP4,r06,6,8000,1
GBM640,1,CTRL,r05,4,2000,2
GBM640,1,CTRL,r06,4,2000,1
QNS679,1,CTRL,r03,4,2000,3
QNS679,1,BMP4,r03,4,2000,6
QNS679,1,BMP4,r04,4,2000,4
QNS679,1,CTRL,r04,4,2000,3
GBM640,2,CTRL,r01,4,2000,3
GBM640,2,CTRL,r02,4,2000,2
QNS140,1,CTRL,r01,0,500,3
QNS140,1,CTRL,r02,0,500,2
QNS140,1,CTRL,r03,0,500,5
GBM640,2,CTRL,r03,4,2000,2
GBM640,2,CTRL,r04,4,2000,1
QNS679,1,CTRL,r05,4,2000,3
QNS679,1,BMP4,r05,4,2000,4
QNS679,1,BMP4,r06,4,2000,7
QNS679,1,CTRL,r06,4,2000,5
GBM640,2,CTRL,r05,4,2000,3
GBM640,2,CTRL,r06,4,2000,3
QNS140,1,CTRL,r05,0,500,3
QNS140,1,CTRL,r06,0,500,3
QNS140,1,CTRL,r01,2,1000,4
GBM640,2,BMP4,r01,5,4000,9
QNS679,1,BMP4,r01,5,4000,9
QNS679,1,BMP4,r02,5,4000,9
GBM640,2,BMP4,r02,5,4000,7
GBM640,2,CTRL,r02,5,4000,4
QNS140,1,CTRL,r04,2,1000,1
QNS140,1,CTRL,r05,2,1000,2
QNS140,1,CTRL,r06,2,1000,1
GBM640,2,CTRL,r03,5,4000,7
GBM640,2,BMP4,r03,5,4000,7
QNS679,1,BMP4,r03,5,4000,8
QNS679,1,BMP4,r04,5,4000,6
QNS679,1,CTRL,r04,5,4000,6
GBM640,2,BMP4,r04,5,4000,5
GBM640,2,CTRL,r04,5,4000,7
QNS140,1,CTRL,r01,4,2000,4
QNS140,1,CTRL,r04,4,2000,1
GBM640,2,CTRL,r05,5,4000,8
GBM640,2,BMP4,r05,5,4000,5
QNS679,1,CTRL,r05,5,4000,9
QNS679,1,BMP4,r05,5,4000,8
QNS679,1,CTRL,r06,5,4000,8
GBM640,2,BMP4,r06,5,4000,11
GBM640,2,CTRL,r06,5,4000,7
QNS140,1,CTRL,r05,4,2000,2
QNS140,1,CTRL,r06,4,2000,1
QNS140,1,CTRL,r01,5,4000,3
QNS140,1,CTRL,r02,5,4000,4
QNS679,1,CTRL,r01,6,8000,13
QNS679,1,CTRL,r02,6,8000,12
GBM640,1,CTRL,r03,6,8000,9
GBM640,1,CTRL,r04,6,8000,3
QNS140,1,CTRL,r04,5,4000,3
QNS140,1,CTRL,r05,5,4000,4
QNS140,1,CTRL,r06,5,4000,2
GBM640,1,CTRL,r05,6,8000,5
GBM640,1,CTRL,r06,6,8000,6
QNS679,1,CTRL,r03,6,8000,14
QNS679,1,BMP4,r03,6,8000,14
QNS679,1,BMP4,r04,6,8000,7
QNS679,1,CTRL,r04,6,8000,8
GBM640,2,CTRL,r01,6,8000,9
GBM640,2,CTRL,r02,6,8000,6
QNS140,1,CTRL,r01,6,8000,9
QNS140,1,CTRL,r03,6,8000,8
QNS140,1,CTRL,r04,6,8000,8
GBM640,2,CTRL,r03,6,8000,13
GBM640,2,CTRL,r04,6,8000,11
QNS679,1,CTRL,r05,6,8000,14
QNS679,1,BMP4,r05,6,8000,11
QNS679,1,BMP4,r06,6,8000,13
QNS679,1,CTRL,r06,6,8000,13
GBM640,2,CTRL,r05,6,8000,13
GBM640,2,CTRL,r06,6,8000,9
QNS140,1,CTRL,r05,6,8000,7
QNS140,1,CTRL,r06,6,8000,11
GBM626,3,CTRL,r02,6,10000,7
GBM626,3,CTRL,r03,6,10000,8
GBM626,3,CTRL,r05,6,10000,13
GBM626,3,CTRL,r06,6,10000,11
GBM626,3,CTRL,r07,6,10000,14
GBM626,3,CTRL,r08,6,10000,9
GBM626,3,FBS,r01,6,10000,18
GBM626,3,FBS,r02,6,10000,13
GBM626,3,FBS,r03,6,10000,13
GBM626,3,FBS,r04,6,10000,12
GBM626,3,FBS,r05,6,10000,12
GBM626,3,FBS,r06,6,10000,14
GBM626,3,FBS,r07,6,10000,12
GBM626,3,FBS,r08,6,10000,6
GBM626,3,FBS,r09,6,10000,4
GBM626,3,FBS,r10,6,10000,6
GBM626,3,BMP4,r01,6,10000,5
GBM626,3,BMP4,r02,6,10000,4
GBM626,3,BMP4,r03,6,10000,3
GBM626,3,BMP4,r05,6,10000,6
GBM626,3,BMP4,r06,6,10000,7
GBM626,3,BMP4,r07,6,10000,8
GBM626,3,BMP4,r08,6,10000,9
GBM626,3,BMP4,r09,6,10000,4
GBM626,3,BMP4,r10,6,10000,8
GBM626,3,MSC-EV,r01,6,10000,14
GBM626,3,MSC-EV,r02,6,10000,8
GBM626,3,MSC-EV,r03,6,10000,12
GBM626,3,MSC-EV,r04,6,10000,12
GBM626,3,MSC-EV,r05,6,10000,12
GBM626,3,MSC-EV,r09,6,10000,9
GBM626,3,MSC-EV,r10,6,10000,8
GBM626,3,MSC-BMP4,r01,6,10000,9
GBM626,3,MSC-BMP4,r02,6,10000,9
GBM626,3,MSC-BMP4,r03,6,10000,7
GBM626,3,MSC-BMP4,r04,6,10000,4
GBM626,3,MSC-BMP4,r05,6,10000,9
GBM626,3,MSC-BMP4,r06,6,10000,11
GBM626,3,MSC-BMP4,r07,6,10000,12
GBM626,3,MSC-BMP4,r08,6,10000,12
GBM626,3,MSC-BMP4,r09,6,10000,14
GBM626,3,MSC-BMP4,r10,6,10000,13
GBM626,3,CTRL,r01,4,5000,6
GBM626,3,CTRL,r02,4,5000,7
GBM626,3,CTRL,r03,4,5000,8
GBM626,3,CTRL,r04,4,5000,8
GBM626,3,CTRL,r08,4,5000,8
GBM626,3,CTRL,r09,4,5000,11
GBM626,3,CTRL,r10,4,5000,7
GBM626,3,FBS,r01,4,5000,8
GBM626,3,FBS,r05,4,5000,9
GBM626,3,FBS,r06,4,5000,9
GBM626,3,FBS,r07,4,5000,6
GBM626,3,FBS,r08,4,5000,6
GBM626,3,FBS,r09,4,5000,4
GBM626,3,FBS,r10,4,5000,4
GBM626,3,BMP4,r01,4,5000,4
GBM626,3,BMP4,r02,4,5000,6
GBM626,3,BMP4,r03,4,5000,5
GBM626,3,BMP4,r04,4,5000,9
GBM626,3,BMP4,r05,4,5000,7
GBM626,3,BMP4,r06,4,5000,4
GBM626,3,BMP4,r07,4,5000,4
GBM626,3,BMP4,r08,4,5000,8
GBM626,3,BMP4,r09,4,5000,7
GBM626,3,BMP4,r10,4,5000,9
GBM626,3,MSC-EV,r01,4,5000,8
GBM626,3,MSC-EV,r03,4,5000,9
GBM626,3,MSC-EV,r04,4,5000,8
GBM626,3,MSC-EV,r05,4,5000,9
GBM626,3,MSC-EV,r06,4,5000,7
GBM626,3,MSC-EV,r07,4,5000,9
GBM626,3,MSC-EV,r08,4,5000,7
GBM626,3,MSC-EV,r09,4,5000,9
GBM626,3,MSC-EV,r10,4,5000,8
GBM626,3,MSC-BMP4,r01,4,5000,4
GBM626,3,MSC-BMP4,r02,4,5000,4
GBM626,3,MSC-BMP4,r03,4,5000,8
GBM626,3,MSC-BMP4,r04,4,5000,7
GBM626,3,MSC-BMP4,r05,4,5000,6
GBM626,3,MSC-BMP4,r06,4,5000,6
GBM626,3,MSC-BMP4,r07,4,5000,7
GBM626,3,MSC-BMP4,r08,4,5000,8
GBM626,3,MSC-BMP4,r10,4,5000,5
GBM626,3,CTRL,r01,2,2500,5
GBM626,3,CTRL,r02,2,2500,6
GBM626,3,CTRL,r03,2,2500,6
GBM626,3,CTRL,r04,2,2500,8
GBM626,3,CTRL,r05,2,2500,7
GBM626,3,CTRL,r06,2,2500,7
GBM626,3,CTRL,r08,2,2500,7
GBM626,3,CTRL,r09,2,2500,8
GBM626,3,CTRL,r10,2,2500,8
GBM626,3,FBS,r01,2,2500,12
GBM626,3,FBS,r02,2,2500,9
GBM626,3,FBS,r04,2,2500,9
GBM626,3,FBS,r05,2,2500,8
GBM626,3,FBS,r06,2,2500,9
GBM626,3,FBS,r07,2,2500,9
GBM626,3,FBS,r08,2,2500,6
GBM626,3,FBS,r09,2,2500,7
GBM626,3,FBS,r10,2,2500,3
GBM626,3,BMP4,r01,2,2500,6
GBM626,3,BMP4,r02,2,2500,2
GBM626,3,BMP4,r03,2,2500,3
GBM626,3,BMP4,r04,2,2500,4
GBM626,3,BMP4,r05,2,2500,2
GBM626,3,BMP4,r06,2,2500,5
GBM626,3,BMP4,r07,2,2500,5
GBM626,3,BMP4,r08,2,2500,3
GBM626,3,BMP4,r09,2,2500,8
GBM626,3,BMP4,r10,2,2500,9
GBM626,3,MSC-EV,r01,2,2500,11
GBM626,3,MSC-EV,r02,2,2500,12
GBM626,3,MSC-EV,r03,2,2500,9
GBM626,3,MSC-EV,r04,2,2500,7
GBM626,3,MSC-EV,r05,2,2500,7
GBM626,3,MSC-EV,r06,2,2500,6
GBM626,3,MSC-EV,r07,2,2500,6
GBM626,3,MSC-EV,r08,2,2500,4
GBM626,3,MSC-EV,r09,2,2500,5
GBM626,3,MSC-EV,r10,2,2500,7
GBM626,3,MSC-BMP4,r01,2,2500,4
GBM626,3,MSC-BMP4,r02,2,2500,5
GBM626,3,MSC-BMP4,r03,2,2500,5
GBM626,3,MSC-BMP4,r04,2,2500,9
GBM626,3,MSC-BMP4,r05,2,2500,7
GBM626,3,MSC-BMP4,r06,2,2500,4
GBM626,3,MSC-BMP4,r07,2,2500,7
GBM626,3,MSC-BMP4,r08,2,2500,6
GBM626,3,MSC-BMP4,r09,2,2500,14
GBM626,3,CTRL,r01,0,1250,2
GBM626,3,CTRL,r03,0,1250,9
GBM626,3,CTRL,r04,0,1250,7
GBM626,3,CTRL,r05,0,1250,9
GBM626,3,CTRL,r06,0,1250,11
GBM626,3,CTRL,r07,0,1250,9
GBM626,3,CTRL,r08,0,1250,6
GBM626,3,CTRL,r09,0,1250,8
GBM626,3,FBS,r01,0,1250,11
GBM626,3,FBS,r02,0,1250,14
GBM626,3,FBS,r03,0,1250,8
GBM626,3,FBS,r05,0,1250,6
GBM626,3,FBS,r06,0,1250,8
GBM626,3,FBS,r07,0,1250,7
GBM626,3,FBS,r08,0,1250,6
GBM626,3,FBS,r09,0,1250,6
GBM626,3,FBS,r10,0,1250,1
GBM626,3,BMP4,r01,0,1250,3
GBM626,3,BMP4,r02,0,1250,4
GBM626,3,BMP4,r03,0,1250,6
GBM626,3,BMP4,r04,0,1250,7
GBM626,3,BMP4,r05,0,1250,4
GBM626,3,BMP4,r06,0,1250,7
GBM626,3,BMP4,r07,0,1250,4
GBM626,3,BMP4,r08,0,1250,3
GBM626,3,BMP4,r09,0,1250,5
GBM626,3,BMP4,r10,0,1250,9
GBM626,3,MSC-EV,r02,0,1250,9
GBM626,3,MSC-EV,r03,0,1250,8
GBM626,3,MSC-EV,r04,0,1250,8
GBM626,3,MSC-EV,r05,0,1250,6
GBM626,3,MSC-EV,r06,0,1250,5
GBM626,3,MSC-EV,r07,0,1250,4
GBM626,3,MSC-EV,r08,0,1250,7
GBM626,3,MSC-EV,r09,0,1250,4
GBM626,3,MSC-EV,r10,0,1250,7
GBM626,3,MSC-BMP4,r01,0,1250,6
GBM626,3,MSC-BMP4,r02,0,1250,6
GBM626,3,MSC-BMP4,r03,0,1250,6
GBM626,3,MSC-BMP4,r04,0,1250,7
GBM626,3,MSC-BMP4,r05,0,1250,7
GBM626,3,MSC-BMP4,r06,0,1250,5
GBM626,3,MSC-BMP4,r07,0,1250,4
GBM626,3,MSC-BMP4,r08,0,1250,8
GBM626,3,MSC-BMP4,r09,0,1250,8
GBM626,3,MSC-BMP4,r10,0,1250,11
